Name,Year,Genres,Budget,domestic_gross,foreign_gross,worldwide_gross
so's your aunt emma,1942.0,"comedy, black-and-white",,,,
so's your old man,1926.0,"silent film, comedy film",,,,
"so, what's your price?",2007.0,"culture & society, social issues, documentary",,,,
soaappu seeppu kannadi,1968.0,"family film, drama, comedy film",,,,
soap girl,2002.0,"romantic drama, romance film, drama",,,,
soapdish,1991.0,"lgbt, romantic comedy, parody, media satire, satire, comedy, romance film",,,,
soapsuds and sapheads,1919.0,"short film, silent film, indie, black-and-white, comedy",,,,
sob o céu da bahia,1956.0,adventure,,,,
soba,2004.0,"crime fiction, drama, indie, world cinema, crime drama",,,,
"sobibor, oct. 14, 1943, 4 p.m.",2001.0,"war film, historical fiction, documentary",,,,
sobor on the blood,2006.0,documentary,,,,
sobreviviré,1999.0,"romantic comedy, lgbt, world cinema, drama, comedy, romantic drama, romance film",,,,
soccer dog: european cup,2004.0,"""childrens/family"", animal picture, ""childrens"", drama, comedy, family film",,,,
soccer dog: the movie,1999.0,"""childrens/family"", animal picture, sports, ""childrens"", drama, comedy, family film",,,,
soccer mom,2008.0,"sports, family film, comedy, teen",,,,
soccer's hard men,1992.0,"sports, documentary",,,,
soch,2002.0,"drama, world cinema",,,,
soch lo,2010.0,mystery,,,,
soch lo - the movie,2010.0,"thriller, musical, world cinema, bollywood",,,,
socha na tha,2005.0,"romantic comedy, world cinema, drama, comedy, romantic drama, romance film",,,,
social distortion: live in orange county,2004.0,"music, punk rock, concert film",,,,
social genocide,2004.0,documentary,,,,
social register,1934.0,"music, comedy film, drama",,,,
socialism,2010.0,"drama, art film, world cinema",,,,
society,1989.0,"mystery, comedy, horror, suspense, indie",,,,
society dog show,1939.0,"short film, family film, comedy, animation",,,,
society for sale,1918.0,"silent film, drama, black-and-white",,,,
society lawyer,1939.0,"crime fiction, drama, black-and-white, crime drama",,,,
society mugs,1946.0,short film,,,,
society of the spectacle,1973.0,,,,,
sock-a-bye baby,1942.0,"short film, comedy, black-and-white",,,,
sock-a-doodle-do,1952.0,"short film, comedy film, family film, animation",,,,
sockbaby,2004.0,"short film, action, martial arts film, comedy",,,,
socket,2007.0,"lgbt, thriller, erotic drama, horror, indie, gay, gay interest, drama, gay themed",,,,
socks and cakes,2010.0,short film,,,,
socrates,1971.0,drama,,,,
sodom and gomorrah,1962.0,"history, drama, adventure, historical drama",,,,
sodom und gomorrha,1922.0,"silent film, drama, indie, black-and-white",,,,
sodoma's ghost,1988.0,horror,,,,
soegija,2012.0,"drama, epic, historical drama, war film",,,,
soeur sourire,2009.0,"gay interest, drama, gay, gay themed",,,,
"soeurs soleil, les",1997.0,comedy film,,,,
soferet,2006.0,documentary,,,,
sofia,1987.0,drama,,,,
sofia's last ambulance,2012.0,documentary,,,,
sofiya perovskaya,1967.0,black-and-white,,,,
sofrer para gozar,1923.0,"silent film, drama, indie, black-and-white",,,,
soft and hard,1985.0,"culture & society, experimental film, avant-garde, media satire",,,,
"soft beds, hard battles",1974.0,comedy film,,,,
soft cushions,1927.0,"silent film, comedy, black-and-white, adventure",,,,
soft fruit,1999.0,"family drama, comedy-drama",,,,
soft hands,1963.0,,,,,
soft money,1919.0,"short film, silent film, indie, black-and-white, comedy",,,,
soft pedal,1996.0,comedy,,,,
soft shell man,2001.0,"romantic drama, romance film, drama, indie",,,,
soft shoes,1925.0,"crime fiction, silent film, indie, crime drama, black-and-white, drama",,,,
soft top hard shoulder,1993.0,drama,,,,
sofya kovalevskaya,1985.0,"history, biographical film, drama",,,,
sogasu chooda tharamaa,1995.0,romantic drama,,,,
soggadu,1975.0,drama,,,,
soggadu,2005.0,romance film,,,,
sogni d'oro,1981.0,"drama, musical, fantasy, comedy film",,,,
soha jora,2007.0,,,,,
sohag raat,1948.0,drama,,,,
sohni mahiwal,1958.0,"musical, romance film",,,,
sohni mahiwal,1985.0,"romance film, action, drama, adventure",,,,
soho conspiracy,1950.0,musical,,,,
soigne ta droite,1987.0,"media satire, comedy, world cinema",,,,
sokol did not love him,1988.0,drama,,,,
sol bianca: the legacy,1999.0,"science fiction, action, animation",,,,
sol de otoño,1996.0,"indie, world cinema, drama, comedy, romantic drama, romance film, religious film",,,,
sol goode,2001.0,"romantic comedy, ensemble film, romance film, comedy",,,,
sol madrid,1968.0,"crime fiction, mystery, action, drama",,,,
solace,2006.0,"romance film, drama",,,,
solar attack,2005.0,"disaster, thriller, science fiction, action/adventure",,,,
solar crisis,1990.0,"thriller, science fiction, japanese movies, adventure, world cinema, doomsday film, psychological thriller, film adaptation",,,,
solarbabies,1986.0,"sci-fi adventure, science fiction, action, fantasy, adventure",,,,
solaris,2002.0,"thriller, science fiction, adventure, supernatural, psychological thriller, mystery, drama, film adaptation, romance film",47000000.0,14973382.0,,
solaris,1972.0,"science fiction, art film, world cinema, mystery, drama, romance film, adventure",47000000.0,14973382.0,,
solaris,1968.0,"science fiction, drama",47000000.0,14973382.0,,
solarmax,2000.0,,,,,
sold for marriage,1916.0,"silent film, melodrama, drama, indie, black-and-white",,,,
sold out: a threevening with kevin smith,2008.0,"film, concert film, film & television history, comedy, stand-up comedy, documentary",,,,
soldat und sportler,1959.0,short film,,,,
soldaten zonder geweren,1985.0,"drama, war film",,,,
soldaterkammerater på bjørnetjeneste,1968.0,comedy,,,,
soldaterkammerater rykker ud,1959.0,comedy,,,,
soldati e caporali,1965.0,war film,,,,
soldier,1998.0,bollywood,75000000.0,,,
soldier,1998.0,"action/adventure, science fiction, action, adventure, dystopia",75000000.0,,,
soldier blue,1970.0,"historical fiction, war film, period piece, action/adventure, revisionist western, western, drama, film adaptation",,,,
soldier boyz,1995.0,"thriller, action, drama",,,,
soldier girls,1981.0,"biography, culture & society, documentary, political drama, war film",,,,
soldier in the rain,1963.0,"drama, romantic drama, comedy-drama, comedy",,,,
soldier of fortune,1955.0,"action/adventure, action, drama, adventure",,,,
soldier of orange,1977.0,"drama, world cinema, war film",,,,
soldier's girl,2003.0,"lgbt, gay, gay interest, drama, docudrama, gay themed, romantic drama, biographical film, romance film",,,,
soldiering on,1988.0,short film,,,,
soldiers in hiding,1985.0,documentary,,,,
soldiers of fortune,2012.0,"action, adventure",,,,
soldiers of freedom,1977.0,"drama, war film",,,,
soldiers of salamina,2003.0,drama,,,,
soldiers of the sky,1941.0,"short film, documentary",,,,
soldiers pay,2004.0,"culture & society, short film, war film, political cinema, political drama, social issues, documentary",,,,
soldiers three,1951.0,"adventure, comedy",,,,
soldiers without uniform,1942.0,short film,,,,
soldiers' girls,1958.0,"japanese movies, black-and-white",,,,
sole a catinelle,2013.0,,,,,
sole nudo,1984.0,,,,,
sole sisters,2003.0,comedy,,,,
sole survivor,1983.0,horror,,,,
sole survivor,1970.0,"fantasy, drama",,,,
sole survivor,2000.0,"thriller, mystery, drama",,,,
solemn communion,1977.0,comedy,,,,
solemn promise,2010.0,"history, romance film, drama, world cinema, war film",,,,
solid geometry,2002.0,"short film, mystery, drama",,,,
solid serenade,1946.0,"short film, comedy",,,,
solino,2002.0,"drama, comedy",,,,
solitaire,2007.0,drama,,,,
solitary birds,2008.0,"thriller, action",,,,
solitary fragments,2007.0,"drama, slice of life story",,,,
solitary man,2009.0,"comedy-drama, romance film, drama, comedy",12500000.0,,,
solitude,2005.0,,200000.0,,,
solla marandha kadhai,2002.0,,,,,
solla solla inikkum,2009.0,"romance film, action, drama",,,,
solla thudikuthu manasu,1988.0,drama,,,,
sollamale,1998.0,romance film,,,,
sollathan ninaikiren,1973.0,drama,,,,
solo,2011.0,drama,,,,
solo,1996.0,"thriller, action/adventure, science fiction, action",,,,
solo for sparrow,1962.0,drama,,,,
solo per te lucia,1952.0,comedy,,,,
solo sunny,1980.0,"drama, world cinema, slice of life story",,,,
solo trans,1984.0,concert film,,,,
solo voyage,1985.0,"action, drama",,,,
solo: a star wars story,2018.0,,275000000.0,213767512.0,179383835.0,393151347.0
solomon & gaenor,1999.0,"romantic drama, romance film, drama, period piece",,,,
solomon and sheba,1959.0,"romantic drama, romance film, historical fiction, drama, epic",5000000.0,,,
solomon kane,2009.0,"action/adventure, fantasy, adventure, world cinema, superhero movie",,,19652185.0,
solos en la madrugada,1978.0,drama,,,,
solstice,2008.0,"thriller, drama, horror, supernatural",,,,
solstorm,2007.0,"thriller, mystery, drama",,,,
solution by phone,1954.0,"crime fiction, drama",,,,
solva saal,1958.0,world cinema,,,,
som sendt fra himlen,1951.0,"comedy, black-and-white",,,,
somberi,2008.0,drama,,,,
sombra verde,1954.0,"action/adventure, thriller, drama, adventure, world cinema",,,,
sombras de gloria,1930.0,war film,,,,
sombre,1998.0,"thriller, horror, world cinema, psychological thriller, drama, slasher",,,,
some,2004.0,"crime fiction, mystery, action",,,,
some baby,1915.0,"short film, silent film, indie, black-and-white, comedy",,,,
some call it loving,1973.0,drama,,,,
some folks call it a sling blade,1999.0,"short film, thriller, drama, prison, psychological thriller",,,,
some fools there were,1913.0,"short film, silent film, indie, black-and-white, comedy",,,,
some girl,1998.0,"romantic comedy, romance film, drama, comedy, indie",,,,
some girls,1988.0,"romantic comedy, black comedy, romance film, comedy",,,,
some girls do,1969.0,"crime fiction, detective fiction, adventure, detective, mystery, action, spy",,,,
some great videos,1985.0,music,,,,
some guy who kills people,2012.0,,300000.0,,,
some kind of a nut,1970.0,comedy,,,,
some kind of hero,1982.0,"drama, tragicomedy, comedy-drama, comedy, war film",,,,
some kind of monster,2004.0,"rockumentary, musical, documentary",,,,
some kind of wonderful,1987.0,"romantic comedy, comedy-drama, coming of age, drama, romantic drama, romance film, teen",,,,
some like it cool,1962.0,comedy film,,,,
some like it hot (qing shung),2017.0,,,,,
some may live,1967.0,war film,,,,
some mother's son,1996.0,"drama, political drama",,,,
some nerve,1913.0,"short film, silent film, comedy, black-and-white, indie",,,,
some of my best friends are...,1971.0,drama,,,,
some people,1962.0,"musical, drama",,,,
somebody else's child,1975.0,drama,,,,
somebody else's coat,1927.0,"silent film, black-and-white",,,,
somebody has to shoot the picture,1990.0,"thriller, drama, prison, crime drama",,,,
somebody help me,2007.0,"action, horror, slasher, teen",,,,
somebody help me 2,2010.0,horror,,,,
somebody killed her husband,1978.0,"crime fiction, mystery, comedy, comedy thriller",,,,
somebody up there likes me,1956.0,"sports, biography, drama, boxing",,,,
somebody waiting,1972.0,"short film, documentary",,,,
somebody's darling,1925.0,comedy film,,,,
somebody's daughter,1992.0,"crime fiction, drama",,,,
someday,1935.0,drama,,,,
someday this pain will be useful to you,2011.0,"comedy-drama, drama, comedy",,,,
"someday you'll find her, charlie brown",1981.0,"romance film, family film, animation",,,,
somehow good,1927.0,drama,,,,
someone at the door,1950.0,mystery,,,,
someone at the door,1936.0,"thriller, drama, comedy",,,,
someone behind the door,1971.0,"thriller, psychological thriller, world cinema, suspense",,,,
someone else,2007.0,comedy,,,,
someone else's happiness,2005.0,drama,,,,
someone special,2004.0,"romantic comedy, comedy",,,,
someone to love,1987.0,"romantic comedy, romance film, drama, comedy, indie",,,,
someone to watch over me,1987.0,"crime fiction, thriller, mystery, drama, suspense, crime thriller, romantic drama",,,,
someone's watching me,1978.0,"thriller, psychological thriller, suspense, television movie",,,,
somers town,2008.0,"drama, coming of age, comedy-drama, indie, comedy",,,,
somersault,2004.0,"drama, romance film, coming of age, indie, world cinema",,,,
somersault in a coffin,1996.0,"drama, tragicomedy, comedy-drama, comedy",,,,
something about amelia,1984.0,"family drama, drama, childhood drama",,,,
something about love,2021.0,,,,,
something always happens,1934.0,"romance film, comedy",,,,
something beneath,2007.0,"monster movie, science fiction, horror, creature film",,,,
something big,1971.0,western,,,,
something different,1920.0,"silent film, drama",,,,
something evil,1972.0,"thriller, horror, haunted house film",,,,
something fishy,1993.0,"crime fiction, comedy film, drama",,,,
something for everyone,1970.0,"crime fiction, black comedy, period piece, drama, comedy",,,,
something for joey,1977.0,"drama, docudrama, biopic [feature]",,,,
something for the birds,1952.0,"political satire, satire, comedy-drama",,,,
something from nothing: the art of rap,2012.0,documentary,,,,
something has happened,1987.0,short film,,,,
something in her eye,1915.0,"short film, silent film, indie, black-and-white, comedy",,,,
something in the water,2008.0,"music, documentary",,,,
something like happiness,2005.0,"world cinema, slice of life story, family drama, comedy-drama, drama, comedy",,,,
something like love,1968.0,drama,,,,
something like yoshiwara,1981.0,comedy film,,,,
something money can't buy,1952.0,comedy-drama,,,,
something new,2006.0,"romance film, drama, comedy",,,,
something of value,1957.0,"historical fiction, drama, political drama, black-and-white, war film",,,,
something out of nothing,1979.0,comedy film,,,,
something remote,2009.0,,,,,
something short of paradise,1979.0,"romantic comedy, romance film, drama, comedy, comedy film",,,,
something something ... unnakum ennakum,2006.0,"musical, drama, bollywood, world cinema",,,,
something the lord made,2004.0,"biopic [feature], drama, medical fiction, docudrama, television movie",,,,
something to believe in,1998.0,"romantic drama, melodrama, drama",,,,
something to hide,1976.0,"thriller, crime fiction, drama",,,,
something to live for,1952.0,"drama, black-and-white",,,,
something to live for: the alison gertz story,1992.0,"television movie, drama, docudrama, biopic [feature]",,,,
something to shout about,1943.0,"musical, black-and-white",,,,
something to sing about,2000.0,"music, drama, television movie",,,,
something to sing about,1937.0,black-and-white,,,,
something to talk about,1995.0,"romantic comedy, comedy-drama, drama, comedy, romantic drama, romance film, domestic comedy",,,,
something to think about,1920.0,"silent film, melodrama, drama, indie, black-and-white",,,,
something weird,1967.0,"horror, psychological thriller, creature film",,,,
something wicked,2011.0,"thriller, action/adventure, action, psychological thriller",3000000.0,,,
something wicked this way comes,1983.0,"thriller, science fiction, horror, supernatural, psychological thriller, fantasy, film adaptation, drama, coming of age, family film",,,,
something wild,1961.0,"drama, indie",,,,
something wild,1986.0,"romantic comedy, crime fiction, indie, action/adventure, drama, comedy, black comedy, romance film, action",,,,
something's got to give,1962.0,short film,,,,
"sometime, somewhere",1987.0,"drama, comedy",,,,
sometimes a great notion,1970.0,"romance film, drama",,,,
sometimes aunt martha does dreadful things,1971.0,"crime fiction, horror",,,,
sometimes good,1934.0,"romance film, comedy",,,,
sometimes in april,2005.0,"television movie, drama, political drama, docudrama, war film",,,,
sometimes they come back,1991.0,"drama, film adaptation, horror, television movie",,,,
sometimes they come back... again,1996.0,horror,,,,
sometimes they come back… for more,1999.0,"thriller, horror, suspense, supernatural",,,,
somewhere,2010.0,"drama, black comedy, comedy-drama, comedy, indie",7000000.0,,,
somewhere beyond love,1974.0,drama,,,,
somewhere i'll find you,1942.0,"romance film, drama, black-and-white",,,,
somewhere in america,1917.0,"silent film, drama",,,,
somewhere in camp,1942.0,comedy film,,,,
somewhere in civvies,1943.0,comedy film,,,,
somewhere in dreamland,1936.0,"short film, family film, fantasy, animation",,,,
somewhere in england,1940.0,comedy film,,,,
somewhere in georgia,1917.0,"short film, silent film, drama, indie, black-and-white",,,,
somewhere in politics,1949.0,comedy film,,,,
somewhere in sonora,1933.0,"action/adventure, western, action, drama, black-and-white",,,,
somewhere in the night,1946.0,"crime fiction, thriller, psychological thriller, mystery, drama, suspense, crime thriller, film noir",,,,
somewhere in time,1980.0,"science fiction, indie, tragedy, romantic fantasy, fantasy, drama, romantic drama, time travel, romance film",5100000.0,,,
somewhere in turkey,1918.0,"short film, silent film, indie, black-and-white, comedy",,,,
somewhere in wrong,1925.0,"short film, silent film, indie, black-and-white",,,,
somewhere on leave,1943.0,"comedy film, war film",,,,
somewhere only we know,2015.0,,,482341.0,,
somewhere winter,2019.0,,,,,
sommar och syndare,1960.0,comedy,,,,
sommerliebe,1955.0,romance film,,,,
sommersby,1993.0,"thriller, mystery, period piece, drama, romantic drama, romance film",,,,
sommersturm,2006.0,,3000000.0,,,
sommokadidhi sokokadidhi,1978.0,"comedy film, drama",,,,
sompa,2012.0,comedy film,,,,
somtum,2008.0,"crime fiction, world cinema, action/adventure, martial arts film, comedy, action",,,,
son buluşma,2007.0,documentary,,,,
son for sail,1995.0,"short film, indie",,,,
son in law,1993.0,comedy,,,,
son i̇stasyon,2010.0,drama,,,,
son of a general ii,1991.0,"action, drama",,,,
son of a lion,2007.0,"family drama, drama, world cinema",,,,
son of a rich,2019.0,,,,,
son of a rich 2,2023.0,,,,,
son of ali baba,1952.0,"swashbuckler films, adventure comedy, adventure",,,,
son of babylon,2010.0,"world cinema, road movie, coming of age, war film, drama, political drama, religious film",,,,
son of bigfoot,2017.0,,,,,
son of darkness: to die for ii,1991.0,horror,,,,
son of dracula,1943.0,"horror, black-and-white",,,,
son of dracula,1974.0,"musical, horror, comedy",,,,
son of flubber,1963.0,"family film, ""childrens"", drama, comedy, black-and-white",,,,
son of frankenstein,1939.0,"horror, creature film, black-and-white, monster",,,,
son of fury: the story of benjamin blake,1942.0,"adventure, black-and-white, action/adventure, drama, romance film, action",,,,
son of geronimo: apache avenger,1952.0,"western, action, adventure, black-and-white",,,,
son of god,2014.0,,22000000.0,59700064.0,11249729.0,70949793.0
son of godzilla,1967.0,"science fiction, horror, world cinema, creature film, cult, fantasy, monster, japanese movies",,,,
son of india,1962.0,bollywood,,,,
son of india,1931.0,romance film,,,,
son of ingagi,1940.0,horror,,,,
son of kong,1933.0,"monster movie, stop motion, creature film, action/adventure, comedy, action",,,,
son of lassie,1945.0,"family film, family drama, drama, adventure, animal picture",,,,
son of man,1980.0,drama,,,,
son of man,2005.0,"drama, world cinema",,,,
son of maryam,1998.0,drama,,,,
son of pakistan,2010.0,"action, drama",,,,
son of paleface,1952.0,"comedy western, action/adventure, western, satire, comedy, comedy of errors, action",,,,
son of rambow,2008.0,"parody, indie, slice of life story, comedy-drama, childhood drama, period piece, coming of age, comedy, drama",,,,
son of rambow: a home movie,2008.0,,2000000.0,,,
son of sardaar,2012.0,,,,,
son of saul,2015.0,,,,,
son of sinbad,1955.0,"action, fantasy, adventure",,,,
son of the bride,2001.0,"romance film, drama, indie, world cinema, comedy",,,,
son of the dragon,2006.0,chinese movies,,,,
son of the gods,1930.0,"pre-code, drama",,,,
son of the guardsman,1946.0,"adventure, black-and-white",,,,
son of the morning star,1991.0,"western, historical fiction, biopic [feature]",,,,
son of the navy,1940.0,"comedy film, drama",,,,
son of the northeast,1982.0,historical drama,,,,
son of the pink panther,1993.0,"parody, comedy, world cinema, slapstick",,,,
son of the renegade,1953.0,western,,,,
son of the shark,1993.0,"crime fiction, drama",,,,
son of the sheik,1926.0,"silent film, indie, black-and-white, action/adventure, drama, romantic drama, romance film",,,,
son of zorro,1947.0,"swashbuckler films, black-and-white, superhero movie",,,,
son osmanlı yandım ali,2007.0,action,,,,
son-rise: a miracle of love,1979.0,drama,,,,
sona chandi,1983.0,"musical, drama, comedy",,,,
sonatine,1993.0,"crime fiction, thriller, japanese movies, world cinema, action/adventure, drama, crime thriller, action",,,,
sone pe suhaaga,1988.0,"musical, world cinema",,,,
sone yay,1990.0,drama,,,,
song about the merchant kalashnikov,1909.0,"silent film, black-and-white",,,,
song at eventide,1934.0,musical,,,,
song at midnight,1937.0,"drama, horror, black-and-white, world cinema, chinese movies",,,,
song for a raggy boy,2003.0,drama,,,,
song man,2009.0,"family film, drama",,,,
song of a jewish cowboy,2002.0,"short film, culture & society, biography, indie, documentary",,,,
song of arizona,1946.0,"action/adventure, western, musical",,,,
song of ceylon,1934.0,"short film, documentary",,,,
song of dolores,1947.0,"drama, black-and-white",,,,
song of freedom,1936.0,"musical, drama, musical drama, black-and-white",,,,
song of love,1947.0,"romance film, drama, musical drama, black-and-white, biopic [feature]",,,,
song of nevada,1944.0,"action/adventure, western, musical",,,,
song of norway,1970.0,drama,,,,
song of old wyoming,1945.0,"western, romance film",,,,
song of paris,1953.0,comedy,,,,
song of russia,1944.0,"drama, propaganda film, war film",,,,
song of scheherazade,1947.0,"drama, musical drama, biopic [feature]",,,,
song of soho,1930.0,musical,,,,
song of summer,1968.0,"experimental film, drama, biopic [feature], music, musical drama, documentary",,,,
song of surrender,1949.0,musical,,,,
song of texas,1943.0,"action/adventure, western, musical",,,,
song of the exile,1990.0,"drama, chinese movies",,,,
song of the fishermen,1934.0,"silent film, drama, indie, chinese movies",,,,
song of the flame,1930.0,"musical, pre-code",,,,
song of the forge,1937.0,musical,,,,
song of the gringo,1936.0,"action/adventure, western",,,,
song of the islands,1942.0,musical,,,,
song of the open road,1944.0,"musical, comedy, black-and-white",,,,
song of the saddle,1936.0,"musical, western",,,,
song of the sarong,1945.0,"musical, adventure, comedy",,,,
song of the sea,1952.0,"drama, black-and-white",,,,
song of the south,1946.0,"musical, animation, childhood drama, family film, ""childrens/family""",,,,
song of the thin man,1947.0,"thriller, detective fiction, detective, screwball comedy, comedy thriller, mystery, drama, comedy",,,,
song of the west,1930.0,"musical, pre-code, western",,,,
song of youth,2019.0,,,,,
song one,2015.0,,6000000.0,,,
song to song,2017.0,,,,,
song without end,1960.0,"biography, musical drama, period piece, drama, biopic [feature], romantic drama, biographical film, romance film",,,,
songcatcher,2000.0,"music, musical, drama, indie, period piece",1800000.0,,,
songlines,1989.0,"short film, music",,,,
songs and saddles,1938.0,western,,,,
songs from the second floor,2000.0,"world cinema, comedy-drama, surrealism, drama, comedy, black comedy",,,,
songs from tsongas,2004.0,"music, concert film, documentary",,,,
songs my brothers taught me,2016.0,,,,,
songwriter,1984.0,drama,,,,
sonhos de peixe,2006.0,"drama, indie",,,,
sonia,1921.0,silent film,,,,
"sonia, nuvu na prema",2003.0,romance film,,,,
sonic impact,2000.0,"thriller, action",,,,
sonic the hedgehog 2,2022.0,,,,,
sonic the hedgehog: the movie,1996.0,"thriller, science fiction, adventure, comedy film, animation, anime, fantasy, ""childrens"", family film, action",,,,
sonicsgate,2009.0,documentary,,,,
sonnal thaan kathala,2001.0,romance film,,,,
sonny,2002.0,"crime fiction, period piece, drama, indie",4000000.0,,,
sonny boy,2011.0,"historical fiction, drama",,,,
sonny boy,1928.0,"comedy, black-and-white",,,,
sons,2006.0,drama,,,,
sons,1996.0,"drama, chinese movies",,,,
sons and daughters in a time of storm,1935.0,"chinese movies, black-and-white",,,,
sons and lovers,1960.0,"drama, black-and-white, film adaptation",,,,
sons of eilaboun,2007.0,"short film, documentary",,,,
sons of ingmar,1919.0,"silent film, drama, black-and-white",,,,
sons of liberty,1939.0,"short film, drama",,,,
sons of matthew,1949.0,drama,,,,
sons of mistletoe,2001.0,drama,,,,
sons of perdition,2010.0,"culture & society, indie, documentary",,,,
sons of provo,2004.0,"parody, mockumentary, comedy, religious film, musical comedy",,,,
sons of satan,1968.0,crime fiction,,,,
sons of shiva,1986.0,"short film, documentary",,,,
sons of steel,1934.0,drama,,,,
sons of steel,1988.0,"science fiction, comedy, musical",,,,
sons of the anzacs,1945.0,"war film, documentary",,,,
sons of the desert,1933.0,"comedy, black-and-white, slapstick",,,,
sons of the sea,1939.0,war film,,,,
sontha ooru,1956.0,drama,,,,
soo,2007.0,"crime fiction, action/adventure, martial arts film, world cinema, crime thriller",,,,
sooper se ooper,2012.0,,,,,
soora samhaaram,1988.0,action,,,,
soorat aur seerat,1962.0,"family film, drama",,,,
soori,2001.0,,,,,
sooriya arana,2004.0,family film,,,,
soorma,2018.0,,,,,
soorya gayathri,1992.0,"musical, drama",,,,
soorya kireedam,2007.0,,,,,
soorya manasam,1992.0,drama,,,,
sooryan,2007.0,"musical, action, drama",,,,
sooryavansham,1999.0,world cinema,,,,
soosi,1969.0,,,,,
sooteh delan,1978.0,"romance film, drama",,,,
sophiatown (2003) film,2003.0,"music, documentary",,,,
sophie scholl – the final days,2005.0,"crime fiction, world cinema, history, drama, war film, biographical film, political drama",,,,
sophie's choice,1982.0,"romantic drama, romance film, drama, period piece",,,,
sophie's revenge,2009.0,"romantic comedy, world cinema, drama, comedy, romantic drama, romance film, chinese movies",,,,
sopping wet married teacher: doing it in uniform,1999.0,"japanese movies, pinku eiga",,,,
sopralluoghi in palestina per il vangelo secondo matteo,1965.0,documentary,,,,
sopyonje,1993.0,"musical, drama",,,,
sor ye ye,1968.0,"comedy film, musical",,,,
sorcerer,1977.0,"thriller, crime fiction, adventure, cult, existentialism, action/adventure, drama, suspense, crime thriller, action, new hollywood",21600000.0,,,
