Name,Year,Genres,Budget,domestic_gross,foreign_gross,worldwide_gross
rented lips,1988.0,comedy,,,,
rentun ruusu,2001.0,biographical film,,,,
renzo gracie: legacy,2008.0,"martial arts film, documentary",,,,
renée,2011.0,"lgbt, documentary",,,,
repati pourulu,1986.0,action,,,,
repeat dive,1982.0,drama,,,,
repeat performance,1947.0,"crime fiction, black-and-white, mystery, drama, fantasy, film noir",,,,
repentance,1984.0,"drama, political drama, world cinema",,,,
replacing dad,1999.0,"comedy film, drama",,,,
replay,2001.0,"lgbt, melodrama, world cinema, gay, gay interest, drama, gay themed, romantic drama, romance film",,,,
repli-kate,2002.0,"sex comedy, fantasy, comedy",,,,
replicant,2001.0,"thriller, action/adventure, science fiction, action",,,,
replicas,2012.0,,4000000.0,,,
replikator,1994.0,thriller,,,,
repmånad,1979.0,comedy,,,,
repo chick,2009.0,"cult, comedy, indie",,,,
repo man,1984.0,"cult, science fiction, action, crime comedy, comedy",1500000.0,,,
repo men,2010.0,"thriller, crime fiction, science fiction, adventure, drama, action",32000000.0,,,
repo! the genetic opera,2008.0,"science fiction, horror, cult, musical, satire, comedy",8500000.0,,,
repo! the genetic opera,2006.0,"short film, musical",8500000.0,,,
report from the aleutians,1943.0,"war film, propaganda film, documentary",,,,
report to the commissioner,1975.0,"drama, docudrama",,,,
reportage 57,1959.0,,,,,
reportaje,1953.0,"comedy film, drama",,,,
reportaje a un cadáver,1955.0,black-and-white,,,,
reportaje en el infierno,1959.0,black-and-white,,,,
repossessed,1990.0,"parody, satire, horror, comedy, horror comedy",,,,
repping,2010.0,comedy,,,,
reprise,2006.0,"drama, world cinema",,,,
reptilian,1999.0,"fantasy, science fiction, action, horror, world cinema",,,,
reptilicus,1961.0,"stop motion, horror, fantasy, creature film, monster",,,,
republic steel strike riot newsreel footage,1937.0,documentary,,,,
republik twitter,2012.0,"romance film, drama",,,,
republika nadziei,1988.0,historical fiction,,,,
repulsion,1965.0,"thriller, psychological thriller, black-and-white",,,,
requiebro,1955.0,black-and-white,,,,
requiem,1995.0,"short film, indie",,,,
requiem,2006.0,"horror, period piece, drama, world cinema",,,,
requiem,1982.0,drama,,,,
requiem for a heavyweight,1962.0,"sports, drama, boxing, black-and-white",,,,
requiem for a secret agent,1966.0,spy,,,,
requiem of snow,2005.0,"road movie, drama, romantic drama",,,,
requiem pro panenku,1992.0,drama,,,,
resan,1987.0,"documentary, war film",,,,
resan bort,1945.0,drama,,,,
resan till melonia,1989.0,animation,,,,
rescate de sangre,1952.0,black-and-white,,,,
rescue at midnight castle,1984.0,short film,,,,
rescue dawn,2006.0,"adventure, docudrama, drama, escape film, war film, biographical film, action",10000000.0,,,
rescue from gilligan's island,1978.0,"comedy of errors, television movie, comedy, slapstick",,,,
rescue heroes: the movie,2003.0,"""childrens entertainment"", adventure, ""childrens/family"", computer animation, animation, ""childrens"", adventure comedy, family film, action",,,,
rescued from an eagle's nest,1908.0,"short film, silent film, drama, indie, black-and-white",,,,
reservation road,2007.0,"crime fiction, crime thriller, drama, thriller, film adaptation",,,,
reserved to fight,2008.0,documentary,,,,
reserviert für den tod,1963.0,thriller,,,,
reservoir dogs,1992.0,"thriller, crime fiction, gangster film, indie, mystery, drama, crime thriller",1200000.0,,,
reset 2017 re0release,2017.0,,,,,
resham ki dori,1974.0,bollywood,,,,
reshma aur shera,1971.0,"bollywood, musical, drama, romance film, world cinema",,,,
resia boroboedoer,1928.0,"silent film, adventure",,,,
resident evil: damnation,2012.0,"horror, japanese movies",,,,
resident evil: degeneration,2008.0,"japanese movies, world cinema, computer animation, creature film, animation, zombie film, horror",,,,
resident evil: the final chapter,2017.0,,40000000.0,26844692.0,287256498.0,314101190.0
resident evil: welcome to raccoon city,2021.0,,,,,
resiklo,2007.0,"science fiction, filipino movies, world cinema, doomsday film",,,,
resilience,2006.0,drama,,,,
resin,2001.0,dogme 95,,,,
resistance,2003.0,"war film, epic, drama, film adaptation, romantic drama, romance film, action",,,,
"resistance to despair - the remaining super-warriors, gohan and trunks",1993.0,japanese movies,,,,
resisting enemy interrogation,1944.0,"propaganda film, black-and-white, documentary",,,,
resolved,2007.0,"culture & society, biography, social issues, documentary",,,,
resonnances,2007.0,science fiction,,,,
respect,2021.0,,,,,
rest house,1969.0,,,,,
rest in sleaze tour 2005,2007.0,music,,,,
rest on your shoulder,2011.0,"drama, romance film, fantasy",,,,
rest stop,2006.0,"cult, horror, slasher, psychological thriller",,,,
rest stop: don't look back,2008.0,"horror, slasher, teen",,,,
restaurant,1999.0,drama,,,,
restitution inattendue,1902.0,short film,,,,
restless,2011.0,"romantic drama, romance film, drama, indie",8000000.0,,,
restless,2000.0,drama,8000000.0,,,
restless,1998.0,"comedy, world cinema, chinese movies",8000000.0,,,
restless (2011),2011.0,,,,,
restless city,2010.0,"romantic drama, musical, drama, indie, romance film",,,,
restless knights,1935.0,"short film, comedy, black-and-white",,,,
restless natives,1985.0,"cult, black comedy, crime comedy, comedy",,,,
restless wives,1924.0,"silent film, drama, indie, black-and-white",,,,
"restol, the special rescue squad",1999.0,"science fiction, action, animation",,,,
restoration,1995.0,"costume drama, historical fiction, period piece, drama, romantic drama, biographical film, romance film",18000000.0,,,
restraining order,1999.0,"thriller, action",,,,
restraint,2008.0,"thriller, drama, suspense, world cinema, psychological thriller",,,,
restrepo,2010.0,"war film, documentary",,,,
resurrect dead: the mystery of the toynbee tiles,2011.0,documentary,,,,
resurrected,1989.0,"drama, war film",,,,
resurrecting the champ,2007.0,"sports, inspirational drama, drama, boxing",13000000.0,,,
resurrecting: the street walker,2009.0,horror,,,,
resurrection,1960.0,drama,,,,
resurrection,1980.0,"drama, science fiction, fantasy",,,,
resurrection,1999.0,"thriller, horror, psychological thriller, mystery, suspense, crime thriller",,,,
resurrection,1943.0,"romance film, drama",,,,
resurrection,1927.0,"romantic drama, indie, black-and-white",,,,
resurrection,1909.0,"short film, silent film, drama, indie, black-and-white",,,,
resurrection,1931.0,"drama, black-and-white",,,,
resurrection,1931.0,"drama, black-and-white",,,,
resurrection man,1998.0,"crime fiction, crime thriller, thriller, drama",,,,
resurrection of the little match girl,2002.0,"science fiction, action, comedy",,,,
retalhos da vida de um médico,1962.0,drama,,,,
retaliation,1968.0,"action, drama",,,,
retaliatory turn,1981.0,"action, drama, adventure",,,,
retenez moi...ou je fais un malheur,1984.0,comedy,,,,
rethink afghanistan,2009.0,"political cinema, culture & society, documentary, war film",,,,
retour de manivelle,1957.0,"crime fiction, crime thriller, thriller, drama",,,,
retour à l'aube,1938.0,"romance film, drama",,,,
retrato de familia,1976.0,"drama, war film",,,,
retreat,2011.0,thriller,,,,
retreat through the wet wasteland,1973.0,"japanese movies, erotica, pornographic movie",,,,
"retreat, hell!",1952.0,"combat films, black-and-white, war film",,,,
retribution,1999.0,"thriller, crime fiction, gangster film, world cinema, supernatural, horror, psychological thriller, japanese movies, action/adventure, crime thriller, action",,,,
retribution,1921.0,silent film,,,,
retrieval,2006.0,"drama, crime drama",,,,
retro puppet master,1999.0,"horror, creature film",,,,
retrograde,2004.0,"thriller, action/adventure, science fiction, adventure, action thrillers, action",,,,
rettai jadai vayasu,1997.0,"musical, drama, bollywood, world cinema",,,,
rettai vaal kuruvi,1987.0,comedy,,,,
rettaisuzhi,2009.0,drama,,,,
return,2010.0,short film,,,,
return,2011.0,"historical fiction, drama, indie",,,,
return (2012),2012.0,,,,,
return engagement,1983.0,documentary,,,,
return engagement,1990.0,"drama, chinese movies",,,,
return from the ashes,1965.0,thriller,,,,
return from the river kwai,1989.0,"drama, war film",,,,
return from witch mountain,1978.0,"thriller, science fiction, adventure, ""childrens/family"", mystery, fantasy, ""childrens fantasy"", family film",,,,
return home,1990.0,drama,,,,
return of a citizen,1986.0,drama,,,,
return of a stranger,1940.0,romantic drama,,,,
return of a stranger,1961.0,"thriller, crime fiction",,,,
return of hanuman,2007.0,"animation, fairy tale, ""childrens/family""",,,,
return of jewel thief,1996.0,crime fiction,,,,
return of mr. superman,1960.0,"crime, science fiction, action, drama, adventure",,,,
return of pink five,2006.0,"short film, fan film, indie",,,,
return of sabata,1972.0,"action/adventure, action, spaghetti western, western, world cinema",,,,
return of sergeant lapins,2010.0,"drama, comedy",,,,
return of shanghai joe,1975.0,"western, spaghetti western",,,,
return of the bastards,2003.0,"thriller, crime fiction",,,,
return of the blind dead,1973.0,"zombie film, horror, world cinema",,,,
return of the boogeyman,1994.0,horror,,,,
return of the ewok,1982.0,"short film, mockumentary",,,,
return of the fly,1959.0,"monster movie, cult, science fiction, horror",,,,
return of the ghostbusters,2007.0,comedy film,,,,
return of the gunfighter,1967.0,western,,,,
return of the hero,2018.0,,,,,
return of the idiot,1999.0,"romance film, drama, comedy",,,,
return of the killer tomatoes,1988.0,"parody, science fiction, horror, adventure",,,,
return of the kung fu dragon,1976.0,"action, martial arts film",,,,
return of the living dead,1985.0,"science fiction, horror, doomsday film, cult, satire, comedy, zombie film",,,,
return of the living dead 3,1993.0,"horror, cult, horror comedy, zombie film, b-movie, teen",2000000.0,,,
return of the living dead part ii,1988.0,"parody, horror, satire, comedy, zombie film, teen, horror comedy",6200000.0,,,
return of the living dead: necropolis,2005.0,"cult, zombie film, horror",,,,
return of the living dead: rave from the grave,2005.0,"zombie film, horror",,,,
return of the lucky stars,1989.0,"comedy, chinese movies",,,,
return of the magician,2002.0,"action, japanese movies, comedy, animation",,,,
return of the one-armed swordsman,1969.0,"action/adventure, wuxia, martial arts film, chinese movies, world cinema",,,,
return of the roller blade seven,1993.0,martial arts film,,,,
return of the scarlet pimpernel,1937.0,"thriller, drama",,,,
return of the secaucus 7,1980.0,"drama, ensemble film, period piece, comedy-drama, indie",,,,
return of the sentimental swordsman,1981.0,wuxia,,,,
return of the seven,1966.0,"action/adventure, western",,,,
return of the storks,2007.0,"romance film, drama",,,,
return of the street fighter,1974.0,"crime fiction, japanese movies, world cinema, action/adventure, martial arts film, drama, action",,,,
return of the texan,1952.0,western,,,,
return ticket,2011.0,drama,,,,
return to babylon,2012.0,"silent film, biography, indie, black-and-white, drama, comedy",,,,
return to bolivia,2005.0,indie,,,,
return to frogtown,1993.0,science fiction,,,,
return to glennascaul,1951.0,"short film, horror",,,,
return to green acres,1990.0,"comedy, television movie",,,,
return to guam,1945.0,"short film, propaganda film",,,,
return to halloweentown,2006.0,"fantasy comedy, family film, ""childrens/family"", comedy, television movie",,,,
return to home gori,1996.0,,,,,
return to horror high,1987.0,"b-movie, horror, comedy, teen, slasher",,,,
return to house on haunted hill,2007.0,horror,,,,
return to innocence,2001.0,"film adaptation, drama, indie, courtroom drama",,,,
return to life,1949.0,drama,,,,
return to lonesome dove,1993.0,"romantic drama, western, melodrama, period piece",,,,
return to macon county,1975.0,drama,,,,
return to mayberry,1986.0,"americana, comedy-drama",,,,
return to me,2000.0,"romantic comedy, comedy-drama, drama, comedy, romantic drama, romance film",24000000.0,32722798.0,,
return to never land,2002.0,"fantasy adventure, ""childrens/family"", animation, ""childrens"", fantasy, family film",,,,
return to oz,1964.0,"family film, animation",27000000.0,,,
return to oz,1985.0,"family film, fantasy, adventure, steampunk",27000000.0,,,
return to paradise,1998.0,"thriller, crime fiction, drama, suspense, crime thriller, romance film, political drama",,,,
return to paradise,1953.0,drama,,,,
return to peyton place,1961.0,drama,,,,
return to sender,2004.0,"thriller, crime thriller, suspense, courtroom drama",,,,
return to sleepaway camp,2008.0,"horror, slasher, horror comedy",,,,
return to snowy river,1988.0,"adventure, world cinema, family drama, action/adventure, western, drama, family film",,,,
return to the 36th chamber,1980.0,"martial arts film, comedy, chinese movies",,,,
return to the batcave: the misadventures of adam and burt,2003.0,"buddy film, superhero movie, superhero, action/adventure, comedy, action",,,,
return to the beloved,1979.0,"romance film, drama",,,,
return to the blue lagoon,1991.0,"adventure, action/adventure, coming of age, drama, romantic drama, romance film, teen",11000000.0,,,
return to the border,2005.0,documentary,,,,
return to the hiding place,2014.0,,,,,
return to the land of wonders,2004.0,"political cinema, culture & society, biography, war film, documentary",5000.0,,,
return to the lost world,1992.0,"monster movie, science fiction, fantasy adventure, adventure, action/adventure, fantasy",,,,
return to treasure island,1954.0,"family film, adventure",,,,
return to two moon junction,1995.0,"romantic drama, softcore porn, drama, erotica, adult",,,,
return to waterloo,1985.0,musical,,,,
return to yesterday,1940.0,drama,,,,
return with honor,1999.0,"history, war film, documentary",,,,
returned: child soldiers of nepal's maoist army,2008.0,"short film, documentary",,,,
returner,2002.0,"science fiction, japanese movies, world cinema, doomsday film, action/adventure, alien film",,,,
returning mickey stern,2003.0,"romantic comedy, comedy-drama, drama, comedy, romantic drama, romance film",,,,
"reuben, reuben",1983.0,"romantic comedy, comedy-drama, comedy",,,,
reunion,1989.0,drama,,,,
reunion,2001.0,"drama, dogme 95",,,,
reunion,1980.0,drama,,,,
reunion in france,1942.0,"melodrama, black-and-white, drama, war film, romantic drama, romance film",,,,
reunion in rhythm,1937.0,"short film, family film, comedy, black-and-white",,,,
reunion in vienna,1933.0,"romance film, drama",,,,
reuniting the rubins,2012.0,,,,,
revanche,2008.0,"crime fiction, thriller, world cinema, drama, romantic drama, romance film",,,,
revathikkoru pavakkutty,1986.0,"comedy film, drama",,,,
revati,2005.0,"drama, world cinema",,,,
reveille,1924.0,silent film,,,,
reveille with beverly,1943.0,"musical, black-and-white",,,,
revelation,2001.0,"thriller, horror, fantasy, supernatural",,,,
revelation,1924.0,"silent film, drama, black-and-white",,,,
revelation,1998.0,"thriller, science fiction, action/adventure, mystery, drama, action",,,,
revelations of an insomniac,1991.0,drama,,,,
revenge,1918.0,"silent film, western, black-and-white",,,,
revenge,1990.0,"thriller, crime fiction, drama, crime thriller, romantic drama, romance film",,,,
revenge,1928.0,"romance film, drama",,,,
revenge (2018),2018.0,,,,,
revenge for jolly!,2012.0,"comedy film, drama",,,,
revenge is sweet,2005.0,"short film, thriller, comedy",,,,
revenge of black eagle,1951.0,"drama, adventure",,,,
revenge of the barbarians,1960.0,"action, romance film, historical fiction, drama",,,,
revenge of the bridesmaids,2010.0,"romantic comedy, romance film, comedy, television movie",,,,
revenge of the creature,1955.0,"sci-fi horror, horror, science fiction, black-and-white, creature film",,,,
revenge of the electric car,2011.0,,,,,
revenge of the musketeers,1994.0,"action/adventure, action, comedy, world cinema, adventure",,,,
revenge of the nerds,1984.0,"cult, sex comedy, comedy",,,,
revenge of the nerds ii: nerds in paradise,1987.0,"sex comedy, comedy",,,,
revenge of the nerds iii: the next generation,1992.0,"sex comedy, comedy, teen",,,,
revenge of the nerds iv: nerds in love,1994.0,"romance film, comedy",,,,
revenge of the ninja,1983.0,"thriller, action thrillers, indie, action/adventure, martial arts film, drama, action",,,,
revenge of the pink panther,1978.0,"parody, thriller, action/adventure, comedy, crime thriller, family film, action, slapstick",,,,
revenge of the pirates,1951.0,adventure,,,,
revenge of the red balloon,2000.0,short film,,,,
revenge of the red baron,1994.0,"thriller, fantasy, supernatural",,,,
revenge of the snakes,1962.0,drama,,,,
revenge of the stepford wives,1980.0,"thriller, mystery, science fiction",,,,
revenge of the stolen stars,1985.0,"action/adventure, action, comedy",,,,
revenge of the zombies,1943.0,"science fiction, horror",,,,
revenge quest,1995.0,"thriller, science fiction, action",,,,
revenge: a love story,2010.0,thriller,,,,
revengers tragedy,2003.0,"science fiction, horror, comedy-drama, period piece, drama, comedy, black comedy",,,,
reverb,2007.0,horror,,,,
reverend billy & the church of stop shopping,2002.0,documentary,,,,
reverend horton heat: live and in color,2003.0,,,,,
reversal,2001.0,"indie, family drama, sports, drama, coming of age, family film",,,,
reversal of fortune,1990.0,"thriller, mystery, drama, japanese movies, courtroom drama",,,,
reversal of fortune,2005.0,documentary,,,,
reversal of fortune,2003.0,"romantic comedy, drama",,,,
reversible errors,2004.0,"thriller, psychological thriller, courtroom drama",,,,
revision - apocalypse ii,2009.0,"drama, horror",,,,
revista rossa,2009.0,drama,,,,
revival of evangelion,1998.0,"anime, japanese movies",,,,
revive! ultraman,1996.0,"short film, japanese movies",,,,
revoir julie,1998.0,"lgbt, comedy film, gay, gay interest, drama, gay themed, romantic drama",,,,
revolt of the barbarians,1964.0,"drama, adventure",,,,
revolt of the praetorians,1964.0,"action, drama, adventure",,,,
revolt of the zombies,1936.0,"b-movie, indie, creature film, black-and-white, zombie film, horror",,,,
revolución: el cruce de los andes,2010.0,"history, war film",,,,
revolution,2009.0,"short film, animation",,,,
revolution,1985.0,"costume drama, period piece, drama, war film",,,,
revolution '67,2007.0,"history, biography, documentary",,,,
revolution my a,1970.0,,,,,
revolution os,2001.0,"computers, business, inventions & innovations, indie, documentary",,,,
revolution#9,2002.0,,350000.0,,,
revolution's orphans,1979.0,short film,,,,
revolver,2005.0,"thriller, crime fiction, drama, gangster film, crime thriller",,,,
revolver,1973.0,"crime fiction, thriller, world cinema, action/adventure, crime thriller, action",,,,
revolver en guardia,1960.0,"western, action, drama",,,,
revue um mitternacht,1962.0,"music, musical, comedy film",,,,
rewind,2007.0,documentary,,,,
rewind life,2011.0,"mystery, supernatural",,,,
rex regi rebellis,2003.0,"thriller, short film, drama",,,,
rey mysterio: 619,2003.0,"sports, documentary",,,,
reykjavik whale watching massacre,2009.0,"horror, slasher",,,,
reykjavík-rotterdam,2008.0,"thriller, action thrillers, world cinema, action/adventure, crime thriller, action",,,,
"reyna: ang makulay na pakikipagsapalaran ng mga achucherva, achuchuva, achechenes...",2006.0,"comedy, world cinema, filipino movies",,,,
rez bomb,2008.0,"thriller, romance film",,,,
rezerwat,2007.0,"drama, tragicomedy, comedy, crime drama",,,,
rfk,2002.0,"biography, period piece, drama, biopic [feature], biographical film, political drama",,,,
rfk must die,2007.0,"political cinema, documentary",,,,
rhapsody,1954.0,"romance film, drama, musical",,,,
rhapsody in august,1991.0,"japanese movies, family drama, drama, world cinema",,,,
rhapsody in blue,1945.0,"drama, musical drama, biopic [feature]",,,,
rhapsody in rivets,1941.0,"short film, animation",,,,
rhapsody rabbit,1946.0,"short film, family film, comedy, musical, animation",,,,
rheingold,2022.0,,,,,
rhinegold,1978.0,drama,,,,
rhinestone,1984.0,comedy,,,,
rhinoceros,1974.0,"drama, comedy film, fantasy comedy, fantasy, black comedy",,,,
rhinos season,2012.0,drama,,,,
rhodes of africa,1936.0,"period piece, biography, drama",,,,
rhubarb,1969.0,short film,,,,
rhubarb,1951.0,"sports, romance film, family film, black-and-white, comedy",,,,
rhubarb rhubarb,1980.0,"short film, comedy",,,,
rhyme & reason,1997.0,"culture & society, biography, hip hop movies, rockumentary, music, documentary",,,,
rhythm,2000.0,"romance film, drama, musical",,,,
rhythm and blues revue,1955.0,"music, concert film",,,,
rhythm and weep,1946.0,"short film, comedy, black-and-white, slapstick",,,,
rhythm in a riff,1947.0,musical,,,,
rhythm in the air,1936.0,"romance film, musical",,,,
rhythm in the clouds,1937.0,"musical, comedy",,,,
rhythm inn,1951.0,"romance film, musical, comedy",,,,
rhythm is it!,2003.0,"music, documentary",,,,
rhythm of the islands,1943.0,"musical, comedy",,,,
rhythm on the range,1936.0,"musical, western, black-and-white, comedy",,,,
rhythm on the reservation,1939.0,"short film, musical, comedy, animation",,,,
rhythm on the river,1940.0,"musical, comedy, black-and-white, musical comedy",,,,
"ricardo, miriam y fidel",1997.0,documentary,,,,
rice,1963.0,drama,,,,
rice on white,2012.0,comedy film,,,,
rice people,1994.0,"drama, world cinema",,,,
rice rhapsody,2004.0,"lgbt, comedy, chinese movies",,,,
rich and famous,1981.0,drama,,,,
rich and famous,1987.0,"action/adventure, martial arts film, chinese movies, world cinema",,,,
rich and strange,1931.0,"thriller, romance film, comedy, black-and-white, adventure",,,,
rich girl,1991.0,drama,,,,
rich in love,1993.0,"indie, family drama, comedy-drama, drama, film adaptation, coming of age",,,,
rich kids,1979.0,"comedy film, drama, indie",,,,
"rich man, poor man",1976.0,drama,,,,
rich relations,1937.0,comedy film,,,,
"rich, young and pretty",1951.0,"musical, romance film",,,,
richard,1972.0,"parody, political satire",,,,
richard ii,2012.0,"historical fiction, drama",,,,
richard iii,1912.0,"silent film, drama, indie, black-and-white",9200000.0,,,
richard iii,2008.0,"crime fiction, action, drama",9200000.0,,,
richard iii,1995.0,"period piece, war film, drama, political drama, film adaptation",9200000.0,,,
richard iii,1955.0,"tragedy, costume drama, roadshow theatrical release, epic, drama, film adaptation, biographical film",9200000.0,,,
richard jewell,2019.0,,,,,
richard knapt het op,1943.0,black-and-white,,,,
"richard pryor: i ain't dead yet, #*%$@!!",2003.0,"short film, comedy, stand-up comedy, documentary",,,,
richard pryor: live and smokin,1985.0,"comedy, stand-up comedy",,,,
richard pryor: live in concert,1979.0,"concert film, comedy, stand-up comedy, documentary",,,,
richard pryor: live on the sunset strip,1982.0,"concert film, comedy, stand-up comedy",,,,
richard pryor: the funniest man dead or alive,2005.0,"short film, documentary",,,,
richard the lion-hearted,1923.0,"silent film, indie, black-and-white",,,,
richard the second,2004.0,"historical fiction, film adaptation, biopic [feature], period piece, drama, political thriller, political drama",,,,
richard's things,1980.0,drama,,,,
richelieu,1914.0,"silent film, drama, black-and-white",,,,
richie rich,1994.0,"family film, adventure comedy, comedy",,,,
richie rich's christmas wish,1998.0,"family film, comedy, holiday film, ""childrens/family""",,,,
rick,2003.0,"melodrama, indie, musical, drama, comedy, black comedy",,,,
rick & steve: the happiest gay couple in all the world,2007.0,"lgbt, short film",,,,
rick's redemption,1913.0,"short film, silent film, indie, black-and-white",,,,
ricki and the flash,2015.0,,18000000.0,26839498.0,14503184.0,41342682.0
rickshaw man,1958.0,"drama, action, martial arts film, comedy, japanese movies",,,,
rickshawkaran,1971.0,drama,,,,
ricky,2009.0,"fantasy, drama, comedy, world cinema",,,,
ricky 1,1988.0,"sports, parody, comedy",,,,
ricky rapper,2008.0,,,,,
ricochet,1991.0,"thriller, crime fiction, psychological thriller, action/adventure, drama, crime thriller, action",,,,
riddick,2013.0,,38000000.0,42025135.0,56312160.0,98337295.0
riddle gawne,1918.0,"silent film, western, black-and-white",,,,
riddler's moon,1998.0,"science fiction, drama",,,,
ride,1998.0,"comedy, indie",,,,
ride 'em cowboy,1942.0,"family film, comedy, black-and-white",,,,
ride a crooked trail,1958.0,"action/adventure, western",,,,
ride a wild pony,1975.0,"family film, adventure",,,,
ride along,2014.0,,25000000.0,134938200.0,19531235.0,154469435.0
ride along 2,2016.0,,40000000.0,91221830.0,33964631.0,125186461.0
