Name,Year,Genres,Budget,domestic_gross,foreign_gross,worldwide_gross
it may be you,1915.0,"short film, silent film, indie, black-and-white, comedy",,,,
it might get loud,2008.0,"music, rockumentary, instrumental music, biography, documentary",,,,
it only happens to others,1971.0,"drama, comedy",,,,
it rains on our love,1946.0,"romance film, drama, black-and-white",,,,
it runs in the family,2003.0,"drama, family film, family drama, comedy-drama, comedy",,,,
it seemed like a good idea at the time,1976.0,"romantic comedy, romance film, comedy",,,,
it should happen to you,1954.0,"romantic comedy, romance film, satire, comedy",,,,
it shouldn't happen to a vet,1975.0,"drama, ""childrens/family""",,,,
it started in naples,1960.0,"romantic comedy, romance film, comedy",,,,
it started in paradise,1952.0,drama,,,,
it started with a kiss,1959.0,"sex comedy, comedy",,,,
it started with eve,1941.0,"romantic comedy, musical, comedy, black-and-white, musical comedy",,,,
it takes a thief,1961.0,"thriller, crime fiction, crime drama, drama, caper story",,,,
it takes two,1982.0,chinese movies,,,,
it takes two,1995.0,"family film, comedy",,,,
it waits,2005.0,"horror, creature film",,,,
it was a wonderful life,1993.0,"culture & society, biography, indie, gender issues, social issues, documentary",,,,
it was an accident,2000.0,comedy-drama,,,,
it was i who drew the little man,1960.0,animation,,,,
it was not in vain,1957.0,drama,,,,
it was raining that night,2012.0,drama,,,,
it will never be spring,1994.0,drama,,,,
it!,1966.0,"science fiction, horror, creature film",,,,
it! the terror from beyond space,1958.0,"monster movie, science fiction, b-movie, sci-fi horror, creature film, horror",,,,
it's a bear,1924.0,"short film, silent film, comedy, black-and-white",,,,
it's a bet,1935.0,"comedy film, drama",,,,
it's a big country,1951.0,"americana, drama",,,,
it's a bikini world,1967.0,"cult, musical, comedy, beach film",,,,
it's a boy,1933.0,comedy film,,,,
it's a boy girl thing,2006.0,"romantic comedy, romance film, comedy, teen",,,,
it's a cop,1934.0,comedy film,,,,
it's a date,1940.0,"romance film, musical, comedy, black-and-white",,,,
it's a free world...,2007.0,"drama, social problem film, indie",,,,
it's a gift,1934.0,"comedy, black-and-white",,,,
it's a good life,1961.0,"thriller, science fiction, horror, short film, mystery, drama, fantasy",,,,
it's a grand life,1953.0,comedy film,,,,
it's a great day,1955.0,comedy,,,,
it's a great feeling,1949.0,"romantic comedy, romance film, musical, comedy, musical comedy",,,,
"it's a joke, son!",1947.0,comedy film,,,,
it's a long road,1998.0,drama,,,,
it's a mad mad mad mad world,1963.0,,9400000.0,,,
"it's a mad, mad, mad, mad world",1963.0,"crime fiction, ensemble film, adventure, chase movie, comedy, family film, action",,,,
it's a meaningful life,2010.0,animation,,,,
it's a summer vacation everyday,1994.0,japanese movies,,,,
it's a very merry muppet christmas movie,2002.0,"""childrens/family"", holiday film, comedy, heavenly comedy, ""childrens fantasy""",,,,
it's a wild life,1918.0,"short film, silent film, indie, black-and-white, comedy",,,,
it's a wonderful afterlife,2010.0,"romantic comedy, horror, indie, comedy, black comedy, romance film, horror comedy",10000000.0,,,
it's a wonderful life,1946.0,"drama, family film, fantasy",,,,
it's a wonderful life,1946.0,"drama, family film, fantasy",,,,
it's a wonderful life,1994.0,chinese movies,,,,
it's a wonderful life,1994.0,chinese movies,,,,
it's a wonderful world,1939.0,"crime fiction, comedy, black-and-white",,,,
it's a wonderful world,1956.0,musical,,,,
it's alive,1974.0,"monster movie, horror",,,,
it's alive,2008.0,"monster movie, horror",,,,
it's all about love,2003.0,"thriller, science fiction, japanese movies, indie, psychological thriller, drama, romantic drama, romance film",,,,
it's all gone pete tong,2005.0,"parody, mockumentary, indie, comedy-drama, musical comedy, satire, comedy",2000000.0,,,
it's all happening,1963.0,"musical, comedy",,,,
it's all so quiet (boven is het stil),2015.0,,,,,
it's all true,1942.0,"culture & society, biography, film, film & television history, black-and-white, short film, documentary",,,,
it's always fair weather,1955.0,"musical, musical comedy",,,,
it's always the woman,1916.0,"silent film, drama",,,,
it's bad for ya,2008.0,"comedy, stand-up comedy",,,,
it's breaking news,2007.0,"world cinema, musical, drama, art film, bollywood",,,,
"it's christmastime again, charlie brown",1992.0,short film,,,,
it's complicated,2009.0,"romantic comedy, romance film, comedy",,,,
it's everybody's war,1942.0,"short film, propaganda film",,,,
it's got me again!,1932.0,"short film, musical, family film, comedy film, animation",,,,
it's great to be alive,1933.0,"science fiction, musical, black-and-white, comedy",,,,
it's great to be young,1946.0,musical,,,,
it's great to be young,1956.0,"musical, comedy",,,,
it's happening tomorrow,1988.0,"adventure, comedy",,,,
it's hard to be good,1948.0,comedy film,,,,
it's in the air,1938.0,comedy,,,,
it's in the bag,1936.0,comedy film,,,,
it's in the bag,1945.0,"comedy, slapstick",,,,
it's in the bag,1944.0,comedy film,,,,
it's in the water,1997.0,"lgbt, romantic comedy, indie, americana, comedy-drama, gay, gay interest, comedy, gay themed",,,,
it's kind of a funny story,2010.0,"drama, comedy-drama, coming of age, comedy, indie",8000000.0,,,
it's love i'm after,1937.0,"romantic comedy, romance film, screwball comedy, comedy, black-and-white",,,,
it's murder!,1977.0,short film,,,,
it's my body,1985.0,"pornographic movie, drama, adult",,,,
it's my life,2009.0,family drama,,,,
it's my party,1996.0,"lgbt, drama",,,,
it's my turn,1980.0,"romantic comedy, romantic drama, romance film, comedy",,,,
it's never too late,1953.0,"comedy, black-and-white",,,,
it's never too late,1956.0,comedy,,,,
it's nice to have a mouse around the house,1965.0,"short film, family film, animation",,,,
it's nice up north,2006.0,"parody, culture & society, comedy, documentary",,,,
it's nifty in the navy,1965.0,comedy,,,,
it's not cricket,1949.0,"comedy film, adventure",,,,
it's not cricket,1937.0,comedy,,,,
"it's not just you, murray!",1964.0,"short film, crime drama",,,,
it's only money,1962.0,"thriller, crime fiction, detective fiction, detective, mystery, comedy, slapstick",,,,
it's only talk,2005.0,"drama, japanese movies",,,,
it's pat,1995.0,"comedy of errors, comedy, slapstick",,,,
it's that man again,1943.0,comedy,,,,
"it's the easter beagle, charlie brown",1974.0,"""childrens/family"", holiday film, animation, short film, drama, family film",,,,
"it's the great pumpkin, charlie brown",1966.0,"short film, family film, ""childrens/family"", drama, animation",,,,
it's the rage,2000.0,"ensemble film, social problem film, indie, comedy-drama, drama, comedy, black comedy",,,,
it's the same world,1981.0,"short film, documentary",,,,
it's time,2006.0,,,,,
it's tough being a man,1969.0,japanese movies,,,,
it's tough to be a bird,1969.0,"short film, animated cartoon, animation",,,,
"it's trad, dad!",1962.0,"musical, comedy, black-and-white, musical comedy",,,,
it's working,2010.0,music,,,,
it's your move,1968.0,"thriller, crime fiction, comedy",,,,
ita yuyu,2003.0,short film,,,,
itaf,1998.0,"animation, animated cartoon",,,,
italian for beginners,2000.0,"romantic comedy, ensemble film, dogme 95, world cinema, comedy-drama, drama, comedy, romantic drama, romance film",,,,
italian postcards,1987.0,"comedy film, drama",,,,
italian secret service,1968.0,comedy film,,,,
italian soldiers,2001.0,"drama, comedy, documentary",,,,
italianamerican,1974.0,"culture & society, biography, film & television history, interpersonal relationships, documentary",,,,
italiani brava gente,1965.0,"history, drama, war film",,,,
italians and other strangers,2008.0,gay pornography,,,,
item one,1956.0,drama,,,,
ithemba,2010.0,documentary,,,,
ithu nammude katha,2011.0,"romance film, drama",,,,
ithu njangalude katha,1982.0,comedy-drama,,,,
ithuteng,2005.0,documentary,,,,
itinéraire d'un enfant gâté,1988.0,"adventure, comedy-drama, drama, comedy, romantic drama, romance film",,,,
itlu sravani subramanyam,2001.0,,,,,
itoshino half moon,1987.0,japanese movies,,,,
itsuka dokusho suruhi,2005.0,"romance film, drama",,,,
itsy bitsy spider,1992.0,"short film, comedy",,,,
ittefaq,1969.0,"thriller, musical, drama, bollywood, world cinema",,,,
itty bitty titty committee,2007.0,"lgbt, gay interest, indie, gay, satire, comedy, gay themed, romance film",,,,
itâs a wonderful life,1946.0,,3180000.0,,,
itâs complicated,2009.0,,85000000.0,,,
it’s a long way to the sea,1995.0,drama,,,,
it’s been a lovely day,1993.0,"culture & society, biography, documentary",,,,
it’s hard to be nice,2007.0,drama,,,,
ivan,1932.0,"drama, black-and-white",,,,
ivan,2002.0,action,,,,
ivan and alexandra,1989.0,drama,,,,
ivan megharoopan,2012.0,biographical film,,,,
ivan the terrible,1944.0,biographical film,,,,
ivan tsarevich & the grey wolf,2011.0,,,,,
ivan vasilievich: back to the future,1973.0,"science fiction, world cinema, satire, comedy, comedy of errors, fantasy comedy",,,,
ivanhoe,1913.0,"swashbuckler films, silent film, drama, adventure",,,,
ivanhoe,1982.0,"swashbuckler films, adventure, costume drama, film adaptation, action/adventure, drama, war film",,,,
ivanhoe,1952.0,"swashbuckler films, adventure, action/adventure, period piece, drama, film adaptation, romantic drama, romance film, action",,,,
ivanhoe,1913.0,"silent film, drama, historical drama",,,,
ivanhood,1992.0,comedy,,,,
ivans xtc,2000.0,drama,,,,
ivar,2003.0,"malayalam cinema, action",,,,
ivar vivahitharayal,2009.0,comedy film,,,,
ivide thudangunnu,1984.0,"romance film, action, drama",,,,
ivor the invisible,2001.0,"short film, animation, animated cartoon",,,,
ivoren wachters,1998.0,,,,,
ivory tower,2010.0,"drama, comedy",,,,
ivory tower,1998.0,"drama, romantic drama, comedy-drama, workplace comedy, indie",,,,
ivy,1947.0,"thriller, crime fiction, drama, film noir, black-and-white",,,,
ixcanul,2016.0,,,,,
iyarkai,2003.0,romance film,,,,
iyer ips,2005.0,"musical, drama, bollywood, world cinema",,,,
iyer the great,1990.0,psychological thriller,,,,
izgubljeno blago,1996.0,"thriller, adventure",,,,
iznogoud,2005.0,comedy film,,,,
iznogoud0 caliph instead of the caliph,2005.0,,,,,
izo,2004.0,"thriller, japanese movies, world cinema, action/adventure, drama, samurai cinema, action",,,,
izzat,2005.0,action,,,,
izzatdaar,1990.0,"crime fiction, action, drama",,,,
izzy & moe,1985.0,"crime fiction, comedy",,,,
iâm not ashamed,2016.0,,1500000.0,,,
iâm not there,2007.0,,20000000.0,,,
i̇ki genç kız,2005.0,drama,,,,
i̇ş bank commercial featuring atatürk,2007.0,short film,,,,
j'accuse!,1938.0,"drama, science fiction, horror, black-and-white, war film",,,,
j'accuse!,1919.0,"zombie film, silent film, drama, indie, black-and-white",,,,
j'ai bu du café dans un café,2005.0,"short film, animation",,,,
j'ai pas sommeil,1994.0,"thriller, crime fiction, drama, world cinema, mystery",,,,
j'ai quelque chose à vous dire,1931.0,"short film, black-and-white",,,,
j'ai rêvé sous l'eau,2008.0,"lgbt, romantic drama, romance film, drama, world cinema",,,,
j'ai tant aimé...,2008.0,documentary,,,,
j'attendrai le suivant,2002.0,"short film, comedy",,,,
j'en suis!,1997.0,comedy film,,,,
j-men forever,1979.0,"parody, black comedy, comedy",,,,
j-ok'el,2007.0,"thriller, b-movie, horror",,,,
j-u-n-k,1920.0,"short film, comedy film",,,,
j. w. coop,1972.0,"sports, action/adventure, western, drama",,,,
j.a. martin photographer,1977.0,drama,,,,
j.a.c.e.,2011.0,drama,,,,
j.d.'s revenge,1976.0,"crime fiction, thriller, melodrama, horror, supernatural, action/adventure, blaxploitation, drama, action",,,,
jaadugar,1989.0,"fantasy, comedy",,,,
jaag utha insan,1984.0,"family film, drama",,,,
jaago,2004.0,"action/adventure, drama, world cinema",,,,
jaagruti,1992.0,musical,,,,
jaal,1967.0,"thriller, crime fiction, action, drama, mystery",,,,
jaal,1973.0,musical,,,,
jaal,1952.0,"mystery, musical",,,,
jaal: the trap,2003.0,"musical, action, drama, romance film, world cinema",,,,
jaali note,1960.0,"romantic drama, romance film, drama, world cinema",,,,
jaan,1996.0,action,,,,
jaan amar jaan,2009.0,"romance film, action",,,,
jaan hatheli pe,1987.0,action,,,,
jaan hazir hai,1975.0,,,,,
jaan kurbaan,2011.0,"romance film, action",,,,
jaan se pyaara,1992.0,"crime fiction, drama",,,,
jaan tere naam,1992.0,romance film,,,,
jaanam,1992.0,romance film,,,,
jaanam samjha karo,1999.0,"world cinema, musical, drama, romantic drama, romance film, bollywood",,,,
jaandaar,1979.0,drama,,,,
jaane bhi do yaaro,1983.0,"black comedy, bollywood",,,,
jaane bhi do yaaron,2007.0,comedy,,,,
jaane hoga kya,2004.0,"drama, world cinema",,,,
jaane kahan se aayi hai,2010.0,"fantasy, comedy film, drama",,,,
jaane tu ya jaane na,2008.0,"romantic comedy, world cinema, musical, drama, comedy, romantic drama, romance film, bollywood",,,,
jaane tu... ya jaane na,2008.0,,,,,
jaane-anjaane,1971.0,drama,,,,
jaanemann,2006.0,"world cinema, musical, drama, romantic drama, romance film, bollywood",,,,
jaani dost,1983.0,"crime fiction, romance film, action, drama, comedy film",,,,
jaani dushman,1979.0,"drama, horror, world cinema",,,,
jaani dushman: ek anokhi kahani,2002.0,"fantasy, action, horror, comedy, bollywood",,,,
jaanoo,1985.0,,,,,
jaanu,2012.0,"romance film, action",,,,
jaanwar,1999.0,drama,,,,
jab jab phool khile,1965.0,"drama, bollywood, world cinema",,,,
jab pyaar kisise hota hai,1998.0,"musical, drama, bollywood, world cinema",,,,
jab pyar kisi se hota hai,1961.0,"musical, romance film",,,,
jab tak hai jaan,2012.0,"romance film, drama",9200000.0,,,
jab we met,2007.0,"romantic comedy, world cinema, musical, drama, comedy, romantic drama, romance film, bollywood",,,,
jab yaad kisi ki aati hai,1967.0,"family film, romance film",,,,
jabberwocky,1971.0,"short film, fantasy, adventure, comedy",,,,
jabberwocky,1977.0,"parody, costume drama, fantasy, comedy, black comedy",,,,
jabe babe - a heightened life,2005.0,documentary,,,,
jacare,1942.0,"adventure, black-and-white",,,,
jacinta pichimauida se enamora,1977.0,"romance film, family film, comedy",,,,
jack,1996.0,"drama, science fiction, tragedy, comedy-drama, comedy",45000000.0,,,
jack,2011.0,thriller,45000000.0,,,
jack,2003.0,"lgbt, drama, coming of age, teen, television movie",45000000.0,,,
jack & jill,2011.0,comedy,,,,
jack ahoy,1934.0,comedy film,,,,
jack and diane,2012.0,"lgbt, drama, romance film, horror",,,,
jack and jill,2011.0,,79000000.0,74158157.0,76361060.0,150519217.0
jack and jill vs. the world,2008.0,"romantic comedy, romance film, comedy-drama, comedy",,,,
jack and sarah,1995.0,"romantic comedy, comedy-drama, drama, comedy, romantic drama, romance film, domestic comedy",,,,
jack and the beanstalk,1902.0,short film,,,,
jack and the beanstalk,1931.0,short film,,,,
jack and the beanstalk,2009.0,"family film, comedy, adventure",,,,
jack and the beanstalk,1952.0,"parody, adventure, black-and-white, fantasy, comedy, drama, family film",,,,
jack and the beanstalk: the real story,2001.0,"fantasy, fantasy adventure, drama, adventure, fairy tale",,,,
jack and the cuckoo-clock heart,2014.0,,,,,
jack and the witch,1967.0,"anime, japanese movies, adventure",,,,
jack armstrong,1947.0,"adventure, black-and-white, movie serial",,,,
jack be nimble,1993.0,"thriller, horror, suspense, world cinema, supernatural",,,,
jack brooks: monster slayer,2007.0,"monster movie, horror comedy, horror, comedy, creature film",2150000.0,,,
jack brown genius,1996.0,"fantasy, world cinema",,,,
jack falls,2011.0,crime fiction,,,,
jack frost,1996.0,"monster movie, science fiction, b-movie, comedy, horror, slasher",50000000.0,,,
jack frost,1998.0,"family film, fantasy, comedy",50000000.0,,,
jack frost,1964.0,"world cinema, fantasy, musical, drama, romantic drama, romance film",50000000.0,,,
jack frost 2: revenge of the mutant killer snowman,2000.0,"monster movie, b-movie, comedy film, fantasy, comedy, horror, slasher",,,,
jack goes boating,2010.0,"romantic comedy, romance film, drama, comedy",,,,
jack johnson,1970.0,"sports, biography, black-and-white, documentary",,,,
jack london,1943.0,"biography, indie, black-and-white, action/adventure, drama, biographical film, action, adventure",,,,
jack o'lantern,2004.0,"horror, slasher, teen, indie",,,,
jack of all trades,1936.0,comedy,,,,
jack of diamonds,1968.0,"crime fiction, drama",,,,
jack reacher,2012.0,,60000000.0,80070736.0,138269859.0,218340595.0
jack reacher: never go back,2016.0,,60000000.0,58697076.0,103449000.0,162146076.0
jack reed: badge of honor,1993.0,crime fiction,,,,
jack ryan: shadow recruit,2014.0,,60000000.0,50577412.0,84926336.0,135503748.0
jack says,2008.0,"thriller, indie, mystery, drama, crime thriller, film noir",,,,
jack smith and the destruction of atlantis,2007.0,documentary,,,,
jack straw,1920.0,comedy film,,,,
jack the bear,1993.0,"family drama, comedy-drama, period piece, drama, comedy, film adaptation",,,,
jack the giant killer,2012.0,adventure,,,,
jack the giant killer,1962.0,"stop motion, drama, family film, fantasy, adventure",,,,
jack the giant slayer,2013.0,,195000000.0,65187603.0,132500000.0,197687603.0
jack the ripper,1988.0,"thriller, mystery, crime fiction, drama",,,,
jack the ripper,1959.0,"crime fiction, mystery, horror",,,,
jack the ripper,1976.0,"thriller, crime fiction, world cinema, action/adventure, drama, action",,,,
jack's back,1988.0,"crime fiction, thriller, horror, psychological thriller, mystery, slasher",,,,
jack-jack attack,2005.0,"short film, computer animation, family film, adventure, animation",,,,
jack-o,1995.0,"monster movie, horror, b-movie, slasher",,,,
jack-wabbit and the beanstalk,1943.0,"short film, family film, comedy film, animation",,,,
jackal of nahueltoro,1969.0,"crime fiction, crime thriller, drama, world cinema, thriller",,,,
jackass 3-d,2010.0,,,,,
jackass forever,2022.0,,,,,
jackass mail,1942.0,"romantic comedy, western, comedy, black-and-white, comedy western",,,,
jackass number two,2006.0,,,,,
jackass presents: bad grandpa,2013.0,,15000000.0,102003019.0,58900000.0,160903019.0
jackass: number two,2006.0,"extreme sports, sports, comedy, slapstick, bloopers & candid camera, documentary",11000000.0,,,
jackboots on whitehall,2010.0,"parody, animation, action/adventure, satire, comedy, war film, political cinema, action",,,,
jacke wie hose,1953.0,comedy film,,,,
jackie brown,1997.0,"thriller, crime fiction, indie, action/adventure, blaxploitation, drama, comedy, crime thriller, action",12000000.0,,,
jackie's back,2001.0,"parody, mockumentary, drama, comedy, indie",,,,
jacknife,1989.0,drama,,,,
jackpot,1960.0,"crime fiction, drama",400000.0,,,
jackpot,1993.0,,400000.0,,,
jackpot,2001.0,"drama, comedy",400000.0,,,
jackpot,2009.0,documentary,400000.0,,,
jackson,2008.0,"comedy film, drama, musical",,,,
jackson: my life... your fault,1995.0,short film,,,,
jacktown,1962.0,drama,,,,
jacky,2000.0,drama,,,,
jacob,1994.0,"christian film, crime fiction, biography, world cinema, television movie, history, epic, drama",,,,
jacob two two meets the hooded fang,1978.0,"family film, fantasy, adventure",,,,
jacob's ladder,1990.0,"thriller, horror, supernatural, psychological thriller, drama, kafkaesque",,,,
jacob's sound,2003.0,"short film, drama",,,,
"jacob, the liar",1975.0,"crime fiction, drama, comedy, world cinema",,,,
jacobo ortis,1918.0,"silent film, drama",,,,
jacqueline,1956.0,drama,,,,
jacqueline susann's valley of the dolls,1981.0,drama,,,,
jacques brel is alive and well and living in paris,1974.0,"music, musical, drama, filmed play",,,,
jacquot de nantes,1991.0,"drama, film, comedy-drama, biopic [feature]",,,,
jada,2008.0,"inspirational drama, drama, indie",,,,
jade,1995.0,"thriller, erotic thriller, psychological thriller, mystery, drama, suspense, crime thriller, action",50000000.0,,,
jade dynasty,2019.0,,,,,
jade warrior,2006.0,"thriller, wuxia, world cinema, action/adventure, martial arts film, action, chinese movies",,,,
jaded,1996.0,drama,,,,
jadu ka shankh,1974.0,drama,,,,
jafar panahi's taxi,2015.0,,,,,
jaffa,2009.0,"romantic drama, drama, world cinema",,,,
jag jeondeyan de mele,2009.0,"romance film, drama",,,,
jag mandir,1991.0,documentary,,,,
jag är din krigare,1997.0,"family film, drama",,,,
jagadam,2007.0,"crime fiction, gangster film, world cinema, musical, drama, bollywood",,,,
jagadeka veerudu athiloka sundari,1990.0,"drama, romance film, action, fantasy, comedy",,,,
jagadeka veeruni katha,1961.0,drama,,,,
jaganmohini,2009.0,"cult, horror",,,,
jaganmohini,1978.0,drama,,,,
jagathalaprathapan,1944.0,fantasy,,,,
jagga,1964.0,,,,,
jagga daku,1991.0,"crime fiction, romance film, action",,,,
jagged edge,1985.0,"crime fiction, thriller, psychological thriller, mystery, crime thriller, romance film, courtroom drama",,,,
"jagged little pill, live",1997.0,"music, documentary",,,,
jaggubhai,2008.0,drama,,,,
jagir,1984.0,"action/adventure, world cinema",,,,
jagratha,1989.0,"crime fiction, thriller, action, bollywood, mystery",,,,
jagriti,1954.0,"drama, world cinema, bollywood",,,,
jagte raho,1956.0,"drama, bollywood, world cinema, comedy",,,,
jagten,2013.0,,3450000.0,,,
jagten på kæledyret,2003.0,"short film, family film, documentary",,,,
jaguar,1979.0,"crime fiction, drama, filipino movies",,,,
jaguar,1996.0,"drama, adventure comedy, adventure, world cinema, comedy",,,,
jaguar lives!,1979.0,"parody, crime fiction, sports, action/adventure, martial arts film, action",,,,
jahan jaaeyega hamen paaeyega,2007.0,"crime fiction, thriller, action, drama",,,,
jahan pyar mile,1970.0,"family film, drama",,,,
jahan tum le chalo,1999.0,romance film,,,,
jahan tum wahan hum,1968.0,,,,,
jai,2004.0,,,,,
jai bajrang bali,1976.0,fantasy,,,,
jai bolo telangana,2011.0,history,,,,
jai chiranjeeva,2005.0,"action/adventure, comedy, world cinema, tollywood",,,,
jai dwarkadheesh,1977.0,,,,,
jai ho,2014.0,,,,,
jai jagannatha,2007.0,drama,,,,
jai jwala,1972.0,drama,,,,
jai kishen,1994.0,action,,,,
jai mahakali,1979.0,,,,,
jai mahalaxmi maa,1976.0,,,,,
jai radhe krishna,1974.0,drama,,,,
jai ramji,2012.0,gangster film,,,,
jai santoshi maa,1975.0,"musical, drama, world cinema, bollywood",,,,
jai shiv shankar,1990.0,,,,,
jai veeru,2009.0,"musical, drama, bollywood, world cinema",,,,
"jaider, der einsame jäger",1971.0,drama,,,,
jaii,2004.0,"romance film, drama",,,,
jail,1966.0,"comedy film, crime",,,,
jail,2009.0,"drama, musical, prison, bollywood, world cinema",,,,
jail bait,1937.0,"short film, comedy, black-and-white",,,,
jail bait,1954.0,"crime fiction, thriller, gangster film, suspense, crime thriller, film noir",,,,
jail bait,2004.0,"short film, drama",,,,
jail birds,1914.0,"short film, silent film, indie, black-and-white",,,,
jail breakers,2002.0,"action/adventure, action, comedy, world cinema",,,,
jail busters,1955.0,comedy film,,,,
jail yatra,1981.0,"romance film, action",,,,
jailbait,2004.0,"lgbt, crime fiction, drama",,,,
jailbirds,1940.0,"crime fiction, comedy film",,,,
jailbreak in hamburg,1971.0,thriller,,,,
jailbreakers,1994.0,"thriller, mystery, drama, suspense",,,,
jailhouse blues,1929.0,"short film, musical",,,,
jailhouse rock,1957.0,"prison, musical, drama, musical comedy",,,,
jaime,1974.0,"short film, documentary",,,,
jairam,2004.0,"romance film, action",,,,
jaise ko taisa,1973.0,"family film, drama",,,,
jaisi karni waisi bharni,1989.0,"drama, world cinema",,,,
jaisurya,2004.0,"musical, drama, bollywood, world cinema",,,,
jajabara,1975.0,drama,,,,
jajo's secret,2009.0,documentary,,,,
jak dostat tatínka do polepšovny,1978.0,"family film, comedy",,,,
jak rozpętałem drugą wojnę światową,1970.0,"action/adventure, world cinema, comedy, black-and-white",,,,
jak se franta naučil bát,1959.0,"short film, comedy film, family film",,,,
jak se zbavit helenky,1967.0,"comedy film, drama",,,,
jaka sembung,1981.0,"thriller, adventure, world cinema, action/adventure, fantasy, action",,,,
